State,District,Total,Children,Age_0_5,Age_5_17,Pincodes,Records,Child_Percent,score_children,score_coverage,score_activity,PRIORITY_SCORE
Jharkhand,Seraikela-Kharsawan,1983,1961,1310,651,14,564,98.9,93.83550872778738,92.12121212121212,83.35304553518628,91.2
Uttarakhand,Almora,627,623,547,76,33,356,99.4,98.04371756565497,80.60606060606061,89.50325251330574,91.1
Tamil Nadu,Perambalur,1061,1061,958,103,25,485,100.0,96.66614247523195,85.45454545454545,85.6889414547605,91.1
Tamil Nadu,Mayiladuthurai,258,258,229,29,41,209,100.0,99.19169680767416,75.75757575757576,93.84979302188054,91.1
Telangana,Vikarabad,1384,1384,1092,292,24,431,100.0,95.65025947476018,86.06060606060606,87.2856298048492,91.1
Chhattisgarh,Balrampur,4169,4103,3016,1087,7,239,98.4,87.09860040886932,96.36363636363636,92.96274393849794,91.1
Madhya Pradesh,Mandla,2124,2122,1967,155,17,442,99.9,93.32913980185563,90.3030303030303,86.96037847427557,91.1
Maharashtra,Chhatrapati Sambhajinagar,560,430,198,232,38,254,76.8,98.65073124705143,77.57575757575758,92.51921939680662,91.1
West Bengal,Jhargram,535,512,409,103,37,266,95.7,98.39282906117315,78.18181818181819,92.16439976345357,91.1
Odisha,Rayagada,2071,2070,1644,426,18,443,100.0,93.49268752948576,89.6969696969697,86.93081017149616,91.0
Karnataka,Chikkaballapur,1476,1471,1321,150,21,519,99.7,95.37663154584054,87.87878787878788,84.68361916026019,91.0
Andhra Pradesh,Kakinada,431,420,376,44,37,305,97.4,98.68218273313414,78.18181818181819,91.01123595505618,91.0
Madhya Pradesh,Singrauli,3391,3380,2864,516,12,295,99.7,89.37254285264979,93.33333333333333,91.30691898285039,90.9
Jharkhand,Ramgarh,1480,1475,895,580,24,440,99.7,95.36405095140745,86.06060606060606,87.01951507983442,90.9
Madhya Pradesh,East Nimar,2201,2183,1135,1048,20,377,99.2,93.13728573675107,88.48484848484848,88.8823181549379,90.9
Uttarakhand,Tehri Garhwal,1306,1300,1106,194,25,455,99.5,95.91445195785501,85.45454545454545,86.57599053814312,90.9
Punjab,Kapurthala,2692,1917,1547,370,24,319,71.2,93.97389526655135,86.06060606060606,90.5972797161443,90.9
Goa,South Goa,496,460,400,60,37,325,92.7,98.55637678880328,78.18181818181819,90.41986989946777,90.8
Madhya Pradesh,Sheopur,4850,4737,2193,2544,5,174,97.7,85.10457619122504,97.57575757575758,94.88468361916026,90.8
Andhra Pradesh,N. T. R,413,393,342,51,39,304,95.2,98.76710174555748,76.96969696969697,91.0408042578356,90.7
Uttarakhand,Nainital,2265,2202,1902,300,21,366,97.2,93.0775279131939,87.87878787878788,89.20756948551153,90.7
Madhya Pradesh,Shahdol,2345,2333,1864,469,20,363,99.5,92.6655134455103,88.48484848484848,89.29627439384979,90.7
Madhya Pradesh,Khandwa,2816,2775,1879,896,16,386,98.5,91.27535776065419,90.9090909090909,88.61620342992312,90.6
Odisha,Sundargarh,330,330,265,65,42,261,100.0,98.9652461078786,75.15151515151516,92.31224127735068,90.5
Odisha,Nayagarh,1350,1346,1186,160,24,545,99.7,95.7697751218745,86.06060606060606,83.91484328799527,90.5
Himachal Pradesh,Una,557,557,543,14,36,391,100.0,98.25129737380091,78.78787878787878,88.46836191602603,90.5
Bihar,Lakhisarai,4027,3967,1641,2326,11,263,98.5,87.52634061959428,93.93939393939394,92.25310467179185,90.4
Assam,Baksa,2479,2195,1302,893,24,335,88.5,93.0995439534518,86.06060606060606,90.12418687167357,90.4
Chhattisgarh,Baloda Bazar,2389,2364,2081,283,18,488,99.0,92.56801383865388,89.6969696969697,85.60023654642224,90.3
Andhra Pradesh,Palnadu,405,393,352,41,42,277,97.0,98.76710174555748,75.15151515151516,91.83914843287995,90.3
Chhattisgarh,Janjgir-Champa,2140,2139,1839,300,19,527,100.0,93.27567227551502,89.0909090909091,84.44707273802484,90.3
Uttar Pradesh,Shamli,3930,3899,2507,1392,10,334,99.2,87.74021072495675,94.54545454545455,90.15375517445298,90.3
Odisha,Dhenkanal,1643,1643,1314,329,22,552,100.0,94.8356659852178,87.27272727272728,83.70786516853933,90.3
Andhra Pradesh,Bapatla,213,208,179,29,47,177,97.7,99.34895423808776,72.12121212121212,94.795978710822,90.3
Madhya Pradesh,Alirajpur,4847,4615,1881,2734,8,216,95.2,85.4882843214342,95.75757575757575,93.6428149024246,90.2
Assam,Sibsagar,1756,1238,917,321,32,399,70.5,96.10945117156785,81.21212121212122,88.23181549379066,90.1
Haryana,Hisar,2544,2532,2370,162,20,423,99.5,92.03962887246422,88.48484848484848,87.52217622708457,90.1
Bihar,Munger,3959,3880,1496,2384,11,335,98.0,87.79996854851392,93.93939393939394,90.12418687167357,90.1
Haryana,Bhiwani,1458,1454,1375,79,26,514,99.7,95.43009907218116,84.84848484848484,84.8314606741573,90.1
Uttar Pradesh,Ayodhya,1245,1216,705,511,34,357,97.7,96.17864444094984,80.0,89.47368421052632,90.0
Tamil Nadu,Ariyalur,1061,1037,891,146,30,520,97.7,96.74162604183047,82.42424242424242,84.65405085748078,90.0
West Bengal,Maldah,1038,1038,685,353,33,438,100.0,96.7384808932222,80.60606060606061,87.07865168539325,90.0
Madhya Pradesh,Ratlam,3443,3432,2587,845,14,403,99.7,89.20899512501965,92.12121212121212,88.11354228267297,89.9
Karnataka,Chikkamagaluru,501,482,436,46,42,320,96.2,98.4871835194213,75.15151515151516,90.56771141336488,89.9
Telangana,Siddipet,1024,1024,940,84,31,522,100.0,96.78251297373801,81.81818181818181,84.59491425192194,89.9
Karnataka,Vijayanagara,1055,1030,887,143,32,486,97.6,96.76364208208838,81.21212121212122,85.65937315198107,89.9
Madhya Pradesh,Seoni,2898,2894,2599,295,16,472,99.9,90.90108507626985,90.9090909090909,86.07332939089297,89.9
Rajasthan,Bundi,2880,2818,2058,760,17,471,97.8,91.1401163704985,90.3030303030303,86.10289769367238,89.9
Andhra Pradesh,Annamayya,436,384,358,26,44,291,88.1,98.79540808303193,73.93939393939394,91.42519219396806,89.9
Haryana,Panipat,3990,3957,3569,388,13,292,99.2,87.557792105677,92.72727272727273,91.39562389118865,89.9
Uttar Pradesh,Shrawasti,3613,3500,1228,2272,15,365,96.9,88.99512501965718,91.51515151515152,89.23713778829095,89.8
Assam,Kokrajhar,3423,3004,1742,1262,19,381,87.8,90.55511872935996,89.0909090909091,88.76404494382022,89.8
Andhra Pradesh,Nandyal,372,369,352,17,45,280,99.2,98.842585312156,73.33333333333333,91.7504435245417,89.8
Odisha,Sambalpur,1343,1343,1147,196,28,536,100.0,95.77921056769932,83.63636363636364,84.18095801301006,89.8
Haryana,Sonipat,2197,2166,2027,139,21,532,98.6,93.19075326309168,87.87878787878788,84.29923122412774,89.8
Telangana,Bhadradri Kothagudem,2039,2002,1583,419,25,453,98.2,93.70655763484825,85.45454545454545,86.63512714370195,89.8
Madhya Pradesh,Narsinghpur,3038,2980,2143,837,16,468,98.1,90.63060229595848,90.9090909090909,86.19160260201065,89.8
Uttarakhand,Udham Singh Nagar,3061,3058,2485,573,17,414,99.9,90.38528070451329,90.3030303030303,87.78829095209935,89.8
Punjab,Sas Nagar (Mohali),1605,1579,1284,295,27,506,98.4,95.03695549614719,84.24242424242425,85.06800709639266,89.8
Orissa,Khordha,398,398,345,53,45,281,100.0,98.75137600251612,73.33333333333333,91.72087522176227,89.7
Madhya Pradesh,Rajgarh,3387,3372,2416,956,14,445,99.6,89.39770404151596,92.12121212121212,86.87167356593731,89.7
Jammu and Kashmir,Srinagar,1601,1592,1459,133,26,569,99.4,94.99606856423966,84.84848484848484,83.20520402128918,89.6
West Bengal,Alipurduar,3115,2806,1250,1556,24,318,90.1,91.17785815379777,86.06060606060606,90.62684801892371,89.5
Chhattisgarh,Raigarh,3386,3356,2954,402,16,422,99.1,89.44802641924831,90.9090909090909,87.55174452986398,89.5
Uttar Pradesh,Kasganj,4076,3981,1932,2049,13,345,97.7,87.48230853907847,92.72727272727273,89.82850384387936,89.5
Andhra Pradesh,Y. S. R,341,332,298,34,48,253,97.4,98.95895581066205,71.51515151515152,92.54878769958604,89.4
Rajasthan,Baran,3617,3566,2630,936,15,415,98.6,88.78754521151124,91.51515151515152,87.75872264931994,89.4
Madhya Pradesh,Hoshangabad,3442,3430,2914,516,18,369,99.7,89.2152854222362,89.6969696969697,89.11886457717327,89.3
Tripura,West Tripura,1297,1238,840,398,34,482,95.5,96.10945117156785,80.0,85.77764636309875,89.2
Rajasthan,Hanumangarh,2984,2966,2172,794,19,478,99.4,90.67463437647429,89.0909090909091,85.89591957421644,89.2
Karnataka,Chickmagalur,524,524,476,48,44,360,100.0,98.35508727787388,73.93939393939394,89.38497930218806,89.2
Madhya Pradesh,Tikamgarh,3169,3160,2286,874,17,515,99.7,90.06447554646957,90.3030303030303,84.80189237137787,89.1
Andhra Pradesh,Sri Sathya Sai,396,386,367,19,48,304,97.5,98.78911778581538,71.51515151515152,91.0408042578356,89.1
Karnataka,Hasan,392,392,370,22,48,301,100.0,98.77024689416575,71.51515151515152,91.12950916617386,89.1
Madhya Pradesh,Mandsaur,2893,2889,2414,475,19,531,99.9,90.91681081931121,89.0909090909091,84.32879952690715,89.1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,312,302,283,19,50,257,96.8,99.05331026891021,70.3030303030303,92.43051448846836,89.1
Odisha,Angul,1751,1741,1474,267,27,574,99.4,94.52744142160716,84.24242424242425,83.05736250739207,89.1
Madhya Pradesh,Sehore,3475,3438,2543,895,18,425,98.9,89.19012423337003,89.6969696969697,87.46303962152572,89.0
Assam,Dhemaji,5399,4477,2984,1493,13,307,82.9,85.9223148293757,92.72727272727273,90.95209934949733,89.0
Maharashtra,Mumbai City,1205,1178,934,244,33,568,97.8,96.29816008806417,80.60606060606061,83.2347723240686,89.0
Punjab,Tarn Taran,1718,1707,1544,163,29,542,99.4,94.63437647428842,83.03030303030303,84.00354819633353,89.0
Uttar Pradesh,Sonbhadra,2910,2904,1701,1203,20,524,99.8,90.86963359018714,88.48484848484848,84.5357776463631,88.9
Bihar,Jehanabad,2817,2703,484,2219,21,548,96.0,91.50180846044975,87.87878787878788,83.82613837965701,88.9
Odisha,Kandhamal,1986,1986,1692,294,27,564,100.0,93.7568800125806,84.24242424242425,83.35304553518628,88.8
Himachal Pradesh,Hamirpur,433,433,426,7,48,330,100.0,98.6412958012266,71.51515151515152,90.27202838557066,88.8
Chhattisgarh,Durg,2328,2289,1952,337,27,488,98.3,92.80389998427425,84.24242424242425,85.60023654642224,88.8
Tamil Nadu,Tenkasi,602,602,543,59,45,398,100.0,98.10976568642869,73.33333333333333,88.26138379657007,88.7
Assam,Udalguri,3044,2504,1564,940,27,439,82.3,92.12769303349583,84.24242424242425,87.04908338261384,88.7
Meghalaya,Ri Bhoi,8373,5491,1184,4307,9,204,65.6,82.73313414058815,95.15151515151516,93.99763453577765,88.7
Madhya Pradesh,Shajapur,2859,2850,2193,657,22,509,99.7,91.03947161503382,87.27272727272728,84.9793021880544,88.7
Assam,Hailakandi,3854,3654,2597,1057,18,426,94.8,88.51077213398334,89.6969696969697,87.4334713187463,88.7
Bihar,Kishanganj,5329,5320,4208,1112,9,264,99.8,83.2709545526026,95.15151515151516,92.22353636901242,88.6
Rajasthan,Tonk,3819,3783,2721,1062,16,474,99.1,88.10504796351628,90.9090909090909,86.01419278533412,88.5
Karnataka,Kolar,1704,1692,1546,146,30,597,99.3,94.68155370341249,82.42424242424242,82.3772915434654,88.5
Uttar Pradesh,Sant Kabir Nagar,3138,3123,1247,1876,19,562,99.5,90.18084604497562,89.0909090909091,83.41218214074512,88.5
Uttarakhand,Haridwar,3251,3203,2469,734,19,545,98.5,89.92923415631388,89.0909090909091,83.91484328799527,88.5
Kerala,Kasaragod,1487,1471,1046,425,31,633,98.9,95.37663154584054,81.81818181818181,81.31283264340627,88.5
Uttar Pradesh,Hapur,5158,5129,3012,2117,13,226,99.4,83.87167793678252,92.72727272727273,93.34713187463039,88.4
Uttar Pradesh,Jalaun,3230,3156,1485,1671,20,533,97.7,90.07705614090266,88.48484848484848,84.26966292134831,88.4
Tamil Nadu,Chengalpattu,710,668,517,151,48,334,94.1,97.90218587828275,71.51515151515152,90.15375517445298,88.4
Maharashtra,Osmanabad,2250,2240,1718,522,27,567,99.6,92.95801226607958,84.24242424242425,83.26434062684802,88.4
Maharashtra,Parbhani,3498,3402,2728,674,19,513,97.3,89.30334958326782,89.0909090909091,84.86102897693672,88.4
Assam,Darrang,4662,3992,2701,1291,17,403,85.6,87.44771190438749,90.3030303030303,88.11354228267297,88.4
Andhra Pradesh,Eluru,278,276,248,28,55,229,99.3,99.13508413272527,67.27272727272728,93.25842696629213,88.4
Odisha,Jagatsinghapur,1840,1839,1658,181,30,592,99.9,94.21921685799654,82.42424242424242,82.52513305736251,88.3
Karnataka,Gadag,2526,2506,2313,193,24,620,99.2,92.1214027362793,86.06060606060606,81.69722057953874,88.2
Jharkhand,Deoghar,4195,4097,2119,1978,16,445,97.7,87.11747130051896,90.9090909090909,86.87167356593731,88.2
Andhra Pradesh,Karimnagar,388,388,312,76,53,303,100.0,98.78282748859884,68.48484848484848,91.07037256061501,88.2
Uttar Pradesh,Hathras,3905,3858,2143,1715,18,449,98.8,87.8691618178959,89.6969696969697,86.75340035481963,88.2
Gujarat,Gir Somnath,4466,4181,3351,830,18,382,93.6,86.85327881742413,89.6969696969697,88.7344766410408,88.1
Andhra Pradesh,Adilabad,875,874,692,182,43,484,99.9,97.25428526497878,74.54545454545455,85.71850975753992,88.1
Andhra Pradesh,Mahbubnagar,417,417,284,133,53,297,100.0,98.69161817895896,68.48484848484848,91.24778237729154,88.1
Jharkhand,Palamu,3748,3726,2799,927,18,495,99.4,88.28432143418777,89.6969696969697,85.39325842696628,88.1
Uttar Pradesh,Amroha,4507,4462,2997,1465,14,420,99.0,85.96949205849977,92.12121212121212,87.61088113542283,88.1
Telangana,Medchal-Malkajgiri,2085,2037,1563,474,29,618,97.7,93.59647743355873,83.03030303030303,81.75635718509757,88.1
Uttar Pradesh,Kaushambi,4415,4363,2339,2024,15,438,98.8,86.28086177071867,91.51515151515152,87.07865168539325,88.0
Punjab,Patiala,3474,3433,2854,579,22,472,98.8,89.20584997641139,87.27272727272728,86.07332939089297,88.0
Assam,Hojai,5598,5443,4244,1199,10,300,97.2,82.88410127378519,94.54545454545455,91.15907746895329,88.0
Goa,North Goa,726,672,580,92,47,446,92.6,97.88960528384966,72.12121212121212,86.84210526315789,87.9
Gujarat,Navsari,1602,1516,1369,147,41,419,94.6,95.23509985846832,75.75757575757576,87.64044943820224,87.9
Bihar,Khagaria,4334,4291,2168,2123,15,483,99.0,86.50731247051424,91.51515151515152,85.74807806031933,87.9
Karnataka,Bidar,2445,2421,1877,544,25,664,99.0,92.3887403679824,85.45454545454545,80.39621525724424,87.9
Telangana,Sangareddy,1424,1421,1151,270,36,589,99.8,95.53388897625413,78.78787878787878,82.61383796570077,87.9
Maharashtra,Sindhudurg,508,504,475,29,51,371,99.2,98.41799025003931,69.69696969696969,89.05972797161442,87.9
Assam,Nalbari,2275,2120,1476,644,32,546,93.2,93.33543009907218,81.21212121212122,83.88527498521584,87.8
Karnataka,Haveri,1952,1924,1772,152,29,694,98.6,93.95187922629344,83.03030303030303,79.50916617386162,87.8
Tamil Nadu,Theni,1755,1755,1480,275,32,644,100.0,94.48340934109137,81.21212121212122,80.98758131283265,87.8
Jharkhand,Pakur,6063,6019,3281,2738,9,221,99.3,81.07249567542067,95.15151515151516,93.4949733885275,87.8
Odisha,Nabarangapur,4228,4213,2867,1346,16,475,99.6,86.75263406195943,90.9090909090909,85.9846244825547,87.8
Karnataka,Koppal,2293,2277,1890,387,28,624,99.3,92.84164176757352,83.63636363636364,81.57894736842105,87.8
Madhya Pradesh,Balaghat,3142,3131,2829,302,22,602,99.6,90.15568485610945,87.27272727272728,82.2294500295683,87.7
Uttarakhand,Pauri Garhwal,953,946,849,97,46,471,99.3,97.0278345651832,72.72727272727272,86.10289769367238,87.6
Jharkhand,Gumla,4162,4102,2394,1708,18,484,98.6,87.10174555747759,89.6969696969697,85.71850975753992,87.6
Uttar Pradesh,Farrukhabad,2850,2805,1199,1606,25,621,98.4,91.18100330240604,85.45454545454545,81.66765227675931,87.6
Uttar Pradesh,Kannauj,4079,4007,1772,2235,17,540,98.2,87.4005346752634,90.3030303030303,84.06268480189237,87.6
Rajasthan,Jhalawar,3847,3828,2785,1043,18,565,99.5,87.96351627614405,89.6969696969697,83.32347723240686,87.6
Jharkhand,Dumka,3327,3259,1420,1839,23,559,98.0,89.75310583425068,86.66666666666667,83.50088704908339,87.6
Odisha,Baleshwar,508,508,378,130,54,348,100.0,98.40540965560623,67.87878787878788,89.7397989355411,87.5
Jharkhand,West Singhbhum,3704,3666,2178,1488,25,395,99.0,88.47303035068407,85.45454545454545,88.35008870490833,87.5
Tamil Nadu,The Nilgiris,836,835,654,181,47,474,99.9,97.37694606070137,72.12121212121212,86.01419278533412,87.5
Uttar Pradesh,Etawah,4490,4414,2448,1966,16,496,98.3,86.12045919169681,90.9090909090909,85.36369012418687,87.4
Maharashtra,Jalna,3005,2999,2382,617,25,592,99.8,90.57084447240132,85.45454545454545,82.52513305736251,87.4
Rajasthan,Banswara,4138,4131,2343,1788,18,531,99.8,87.0105362478377,89.6969696969697,84.32879952690715,87.3
Madhya Pradesh,Raisen,4213,4173,3330,843,18,524,99.1,86.8784400062903,89.6969696969697,84.5357776463631,87.3
Maharashtra,Akola,2666,2618,2124,494,29,590,98.2,91.76914609215285,83.03030303030303,82.58426966292134,87.3
Uttar Pradesh,Baghpat,4373,4269,2037,2232,18,495,97.6,86.5765057398962,89.6969696969697,85.39325842696628,87.3
Bihar,Kaimur (Bhabua),5665,5595,1978,3617,12,352,98.8,82.40603868532789,93.33333333333333,89.62152572442342,87.1
West Bengal,24 Paraganas North,6147,5635,3177,2458,23,31,91.7,82.28023274099701,86.66666666666667,99.11295091661738,87.0
Rajasthan,Rajsamand,2533,2525,1675,850,30,634,99.7,92.06164491272213,82.42424242424242,81.28326434062684,87.0
Rajasthan,Ganganagar,2644,2634,1932,702,29,645,99.6,91.71882371442051,83.03030303030303,80.95801301005322,87.0
Assam,Lakhimpur,5308,4780,3327,1453,17,457,90.1,84.96933480106935,90.3030303030303,86.51685393258427,86.9
Uttar Pradesh,Mirzapur,4354,4351,1900,2451,19,511,99.9,86.31860355401793,89.0909090909091,84.92016558249557,86.9
Madhya Pradesh,Panna,5509,5434,3992,1442,14,365,98.6,82.91240761125964,92.12121212121212,89.23713778829095,86.9
Karnataka,Ballari,1352,1324,1173,151,43,580,97.9,95.83896839125649,74.54545454545455,82.87995269071556,86.9
Meghalaya,West Jaintia Hills,10998,7489,2257,5232,4,136,68.1,76.44912722126121,98.18181818181819,96.00827912477824,86.9
Odisha,Kalahandi,2863,2837,2150,687,26,706,99.1,91.08035854694134,84.84848484848484,79.15434654050857,86.8
Odisha,Bargarh,2949,2947,2433,514,26,689,99.9,90.73439220003145,84.84848484848484,79.65700768775872,86.8
Jharkhand,Hazaribagh,3239,3225,2064,1161,27,589,99.6,89.86004088693191,84.24242424242425,82.61383796570077,86.7
Odisha,Jajpur,1310,1299,1005,294,41,687,99.2,95.91759710646328,75.75757575757576,79.71614429331757,86.6
Himachal Pradesh,Shimla,709,702,612,90,53,478,99.0,97.79525082560151,68.48484848484848,85.89591957421644,86.6
Gujarat,Morbi,6908,6338,4682,1656,12,249,91.7,80.06919326938198,93.33333333333333,92.66706091070373,86.6
Assam,Jorhat,3284,2606,1768,838,35,546,79.4,91.80688787545212,79.39393939393939,83.88527498521584,86.5
Uttar Pradesh,Prayagraj,1996,1937,983,954,42,513,97.0,93.9109922943859,75.15151515151516,84.86102897693672,86.5
Gujarat,Amreli,2477,2325,1879,446,37,565,93.9,92.69067463437648,78.18181818181819,83.32347723240686,86.5
Madhya Pradesh,Burhanpur,8017,7664,5167,2497,5,148,95.6,75.89872621481365,97.57575757575758,95.6534594914252,86.4
Odisha,Jajapur,1354,1353,1044,309,42,677,99.9,95.7477590816166,75.15151515151516,80.01182732111177,86.4
Odisha,Puri,1868,1868,1532,336,36,722,100.0,94.12800754835666,78.78787878787878,78.68125369603784,86.4
Madhya Pradesh,Betul,4264,4188,3386,802,21,571,98.2,86.83126277716622,87.87878787878788,83.14606741573033,86.4
Madhya Pradesh,Dewas,5492,5438,4018,1420,15,423,99.0,82.89982701682655,91.51515151515152,87.52217622708457,86.4
Karnataka,Chitradurga,1891,1873,1702,171,36,736,99.0,94.1122818053153,78.78787878787878,78.26729745712596,86.3
Maharashtra,Chandrapur,2666,2607,2326,281,33,639,97.8,91.80374272684384,80.60606060606061,81.13542282672975,86.3
Andhra Pradesh,Khammam,649,649,494,155,56,447,100.0,97.96194370183991,66.66666666666666,86.81253696037848,86.3
Rajasthan,Dholpur,5776,5707,3916,1791,13,440,98.8,82.05378204120144,92.72727272727273,87.01951507983442,86.2
Andhra Pradesh,Tirupati,766,668,312,356,59,377,87.2,97.90218587828275,64.84848484848484,88.8823181549379,86.2
Bihar,Madhepura,4651,4629,2279,2350,20,524,99.5,85.44425224091839,88.48484848484848,84.5357776463631,86.2
Karnataka,Mandya,1317,1316,1249,67,42,716,99.9,95.86412958012266,75.15151515151516,78.85866351271437,86.2
Maharashtra,Hingoli,6738,6379,5094,1285,13,296,94.7,79.94024217644284,92.72727272727273,91.27735068007097,86.0
Andhra Pradesh,Nalgonda,685,685,556,129,57,463,100.0,97.84871835194213,66.06060606060606,86.33944411590775,86.0
Karnataka,Hassan,1067,1066,1006,60,49,621,99.9,96.65041673219059,70.9090909090909,81.66765227675931,85.9
Uttar Pradesh,Jhansi,3737,3684,2143,1541,26,634,98.6,88.41641767573518,84.84848484848484,81.28326434062684,85.9
Kerala,Idukki,791,783,630,153,54,549,99.0,97.5404937883315,67.87878787878788,83.79657007687759,85.9
Karnataka,Yadgir,3620,3582,2807,775,22,795,99.0,88.7372228337789,87.27272727272728,76.52276759314014,85.9
Tamil Nadu,Karur,2061,2060,1721,339,37,744,100.0,93.52413901556848,78.18181818181819,78.0307510348906,85.8
Rajasthan,Dausa,3207,3202,2286,916,28,719,99.8,89.93237930492216,83.63636363636364,78.76995860437611,85.8
Odisha,Balangir,3023,3000,2439,561,29,769,99.2,90.56769932379305,83.03030303030303,77.29154346540508,85.7
Gujarat,Panchmahals,3903,3607,2856,751,29,602,92.4,88.6585941185721,83.03030303030303,82.2294500295683,85.7
West Bengal,Dakshin Dinajpur,4083,4023,3356,667,27,567,98.5,87.35021229753106,84.24242424242425,83.26434062684802,85.6
West Bengal,West Midnapore,1205,1204,891,313,52,546,99.9,96.21638622424909,69.0909090909091,83.88527498521584,85.6
Rajasthan,Dungarpur,3571,3554,2046,1508,26,742,99.5,88.82528699481051,84.84848484848484,78.08988764044943,85.5
Karnataka,Shivamogga,993,991,885,106,54,578,99.8,96.88630287781098,67.87878787878788,82.93908929627439,85.4
Madhya Pradesh,Vidisha,6782,6637,5003,1634,12,374,97.9,79.12879383550873,93.33333333333333,88.97102306327616,85.4
Andhra Pradesh,Mahabub Nagar,919,919,648,271,57,506,100.0,97.11275357760654,66.06060606060606,85.06800709639266,85.4
Odisha,Koraput,2979,2979,2159,820,33,704,100.0,90.63374744456675,80.60606060606061,79.21348314606742,85.3
Haryana,Gurgaon,3776,3664,2907,757,30,616,97.0,88.47932064790061,82.42424242424242,81.81549379065642,85.3
Tamil Nadu,Dharmapuri,2494,2470,2083,387,35,783,99.0,92.23462808617707,79.39393939393939,76.8775872264932,85.3
Madhya Pradesh,Chhindwara,3934,3917,3554,363,26,674,99.6,87.68359805000786,84.84848484848484,80.10053222945002,85.3
Karnataka,Shimoga,933,933,861,72,55,577,100.0,97.06872149709073,67.27272727272728,82.96865759905381,85.3
Andhra Pradesh,Warangal,591,591,496,95,64,416,100.0,98.14436232111967,61.81818181818181,87.72915434654051,85.2
West Bengal,Koch Bihar,2094,2090,1376,714,39,782,99.8,93.42978455732033,76.96969696969697,76.90715552927261,85.2
Gujarat,Dahod,7276,6093,3240,2853,15,466,83.7,80.83975467840855,91.51515151515152,86.25073920756948,85.1
Gujarat,Bharuch,2384,2324,2001,323,42,650,97.5,92.69381978298475,75.15151515151516,80.81017149615612,85.1
Madhya Pradesh,Katni,6160,6088,4565,1523,16,454,98.8,80.85548042144991,90.9090909090909,86.60555884092253,85.0
Andhra Pradesh,Medak,778,777,652,125,61,485,99.9,97.55936467998113,63.63636363636363,85.6889414547605,85.0
Andhra Pradesh,Rangareddi,950,950,740,210,58,549,100.0,97.01525397075012,65.45454545454545,83.79657007687759,84.9
Punjab,Gurdaspur,3146,3059,2680,379,35,697,97.2,90.38213555590502,79.39393939393939,79.42046126552336,84.9
Uttar Pradesh,Mau,4339,4314,1302,3012,24,694,99.4,86.43497405252398,86.06060606060606,79.50916617386162,84.9
Uttar Pradesh,Sambhal,4934,4858,2622,2236,24,555,98.5,84.72401320962416,86.06060606060606,83.61916026020106,84.9
Bihar,Buxar,3896,3863,1330,2533,27,749,99.2,87.85343607485454,84.24242424242425,77.8829095209935,84.8
Telangana,Adilabad,1703,1703,1435,268,48,675,100.0,94.64695706872149,71.51515151515152,80.0709639266706,84.8
Assam,Dibrugarh,5570,4367,3057,1310,29,541,78.4,86.26828117628558,83.03030303030303,84.03311649911295,84.8
Delhi,East Delhi,7839,7646,5711,1935,9,295,97.5,75.95533888976254,95.15151515151516,91.30691898285039,84.8
Rajasthan,Sawai Madhopur,4029,3995,2761,1234,27,721,99.2,87.43827645856267,84.24242424242425,78.71082199881727,84.7
Bihar,Jamui,6881,6747,3347,3400,14,401,98.1,78.78282748859884,92.12121212121212,88.17267888823181,84.7
Tamil Nadu,Krishnagiri,2360,2359,1985,374,38,823,100.0,92.58373958169524,77.57575757575758,75.69485511531639,84.7
Karnataka,Dharwad,2262,2259,2084,175,39,833,99.9,92.89825444252241,76.96969696969697,75.39917208752217,84.6
Jharkhand,Bokaro,2827,2818,1587,1231,38,715,99.7,91.1401163704985,77.57575757575758,78.88823181549378,84.6
Gujarat,Gandhinagar,3461,3044,2471,573,41,569,88.0,90.4293127850291,75.75757575757576,83.20520402128918,84.6
Jharkhand,East Singhbhum,3885,3842,2606,1236,30,713,98.9,87.91948419562824,82.42424242424242,78.94736842105263,84.5
Karnataka,Kalaburagi,2446,2417,2099,318,41,746,98.8,92.40132096241547,75.75757575757576,77.97161442933175,84.5
Karnataka,Davangere,2082,2065,1870,195,41,841,99.2,93.50841327252712,75.75757575757576,75.16262566528681,84.5
Chhattisgarh,Raipur,3265,3218,2900,318,36,691,98.6,89.88205692718981,78.78787878787878,79.59787108219987,84.5
Delhi,North East Delhi,8836,8787,5834,2953,5,155,99.4,72.36672432772448,97.57575757575758,95.44648137196924,84.5
Assam,Karbi Anglong,6244,5383,2012,3371,25,468,86.2,83.0728101902815,85.45454545454545,86.19160260201065,84.4
Madhya Pradesh,Guna,6188,6137,4490,1647,20,419,99.2,80.7013681396446,88.48484848484848,87.64044943820224,84.4
Karnataka,Bellary,2167,2167,1800,367,43,790,100.0,93.18760811448341,74.54545454545455,76.67060910703725,84.3
Assam,Goalpara,7722,7065,5270,1795,14,371,91.5,77.78267023116842,92.12121212121212,89.05972797161442,84.3
Maharashtra,Latur,4864,4760,3528,1232,24,684,97.9,85.03223777323478,86.06060606060606,79.80484920165583,84.3
West Bengal,Haora,1653,1653,1121,532,49,761,100.0,94.80421449913509,70.9090909090909,77.52808988764045,84.2
Odisha,Kendrapara,2118,2103,1644,459,43,817,99.3,93.3888976254128,74.54545454545455,75.8722649319929,84.2
